,code,date,ma5,ma10,ma20,ma30,ma60
0,000158.SZ,20000724,,,,,
1,000158.SZ,20000725,,,,,
2,000158.SZ,20000726,,,,,
3,000158.SZ,20000727,,,,,
4,000158.SZ,20000728,,,,,
5,000158.SZ,20000731,,,,,
6,000158.SZ,20000801,,,,,
7,000158.SZ,20000802,,,,,
8,000158.SZ,20000803,,,,,
9,000158.SZ,20000804,,,,,
10,000158.SZ,20000807,,,,,
11,000158.SZ,20000808,,,,,
12,000158.SZ,20000809,,,,,
13,000158.SZ,20000810,,,,,
14,000158.SZ,20000811,,,,,
15,000158.SZ,20000814,,,,,
16,000158.SZ,20000815,,,,,
17,000158.SZ,20000816,,,,,
18,000158.SZ,20000817,,,,,
19,000158.SZ,20000818,,,,,
20,000158.SZ,20000821,,,,,
21,000158.SZ,20000822,,,,,
22,000158.SZ,20000823,,,,,
23,000158.SZ,20000824,,,,,
24,000158.SZ,20000825,,,,,
25,000158.SZ,20000828,,,,,
26,000158.SZ,20000829,,,,,
27,000158.SZ,20000830,,,,,
28,000158.SZ,20000831,,,,,
29,000158.SZ,20000901,,,,,
30,000158.SZ,20000904,,,,,
31,000158.SZ,20000905,,,,,
32,000158.SZ,20000906,,,,,
33,000158.SZ,20000907,,,,,
34,000158.SZ,20000908,,,,,
35,000158.SZ,20000911,,,,,
36,000158.SZ,20000912,,,,,
37,000158.SZ,20000913,,,,,
38,000158.SZ,20000914,,,,,
39,000158.SZ,20000915,,,,,
40,000158.SZ,20000918,,,,,
41,000158.SZ,20000919,,,,,
42,000158.SZ,20000920,,,,,
43,000158.SZ,20000921,,,,,
44,000158.SZ,20000922,,,,,
45,000158.SZ,20000925,,,,,
46,000158.SZ,20000926,,,,,
47,000158.SZ,20000927,,,,,
48,000158.SZ,20000928,,,,,
49,000158.SZ,20000929,,,,,
50,000158.SZ,20001009,,,,,
51,000158.SZ,20001010,,,,,
52,000158.SZ,20001011,,,,,
53,000158.SZ,20001012,,,,,
54,000158.SZ,20001013,,,,,
55,000158.SZ,20001016,,,,,
56,000158.SZ,20001017,,,,,
57,000158.SZ,20001018,,,,,
58,000158.SZ,20001019,,,,,
59,000158.SZ,20001020,,,,,
60,000158.SZ,20001023,,,,,
61,000158.SZ,20001024,,,,,
62,000158.SZ,20001025,,,,,
63,000158.SZ,20001026,,,,,
64,000158.SZ,20001027,,,,,
65,000158.SZ,20001030,,,,,
66,000158.SZ,20001031,,,,,
67,000158.SZ,20001101,,,,,
68,000158.SZ,20001102,,,,,
69,000158.SZ,20001103,,,,,
70,000158.SZ,20001106,,,,,
71,000158.SZ,20001107,,,,,
72,000158.SZ,20001108,,,,,
73,000158.SZ,20001109,,,,,
74,000158.SZ,20001110,,,,,
75,000158.SZ,20001113,,,,,
76,000158.SZ,20001114,,,,,
77,000158.SZ,20001115,,,,,
78,000158.SZ,20001116,,,,,
79,000158.SZ,20001117,,,,,
80,000158.SZ,20001120,,,,,
81,000158.SZ,20001121,,,,,
82,000158.SZ,20001122,,,,,
83,000158.SZ,20001123,,,,,
84,000158.SZ,20001124,,,,,
85,000158.SZ,20001127,,,,,
86,000158.SZ,20001128,,,,,
87,000158.SZ,20001129,,,,,
88,000158.SZ,20001130,,,,,
89,000158.SZ,20001201,,,,,
90,000158.SZ,20001204,,,,,
91,000158.SZ,20001205,,,,,
92,000158.SZ,20001206,,,,,
93,000158.SZ,20001207,,,,,
94,000158.SZ,20001208,,,,,
95,000158.SZ,20001211,,,,,
96,000158.SZ,20001212,,,,,
97,000158.SZ,20001213,,,,,
98,000158.SZ,20001214,,,,,
99,000158.SZ,20001215,,,,,
100,000158.SZ,20001218,,,,,
101,000158.SZ,20001219,,,,,
102,000158.SZ,20001220,,,,,
103,000158.SZ,20001221,,,,,
104,000158.SZ,20001222,,,,,
105,000158.SZ,20001225,,,,,
106,000158.SZ,20001226,,,,,
107,000158.SZ,20001227,,,,,
108,000158.SZ,20001228,,,,,
109,000158.SZ,20001229,,,,,
110,000158.SZ,20010102,,,,,
111,000158.SZ,20010103,,,,,
112,000158.SZ,20010104,,,,,
113,000158.SZ,20010105,,,,,
114,000158.SZ,20010108,,,,,
115,000158.SZ,20010109,,,,,
116,000158.SZ,20010110,,,,,
117,000158.SZ,20010111,,,,,
118,000158.SZ,20010112,,,,,
119,000158.SZ,20010115,,,,,
120,000158.SZ,20010116,,,,,
121,000158.SZ,20010117,4.37196,,,,
122,000158.SZ,20010118,4.30218,,,,
123,000158.SZ,20010119,4.27238,,,,
124,000158.SZ,20010205,4.251379999999999,,,,
125,000158.SZ,20010206,4.224959999999999,,,,
126,000158.SZ,20010207,4.197179999999999,4.28457,,,
127,000158.SZ,20010208,4.146359999999999,4.224270000000001,,,
128,000158.SZ,20010209,4.100959999999999,4.186670000000001,,,
129,000158.SZ,20010212,4.086719999999999,4.169050000000001,,,
130,000158.SZ,20010213,4.074519999999999,4.149740000000001,,,
131,000158.SZ,20010214,4.068419999999999,4.132800000000001,,,
132,000158.SZ,20010215,4.081299999999999,4.113830000000002,,,
133,000158.SZ,20010216,4.063019999999999,4.081990000000002,,,
134,000158.SZ,20010219,4.055579999999999,4.071150000000001,,,
135,000158.SZ,20010220,4.030519999999999,4.052520000000001,,,
136,000158.SZ,20010221,3.9864799999999994,4.027450000000001,4.15601,,
137,000158.SZ,20010222,3.9464999999999995,4.013900000000001,4.119085,,
138,000158.SZ,20010223,3.936339999999999,3.9996800000000006,4.093175,,
139,000158.SZ,20010226,3.9288799999999986,3.9922300000000015,4.080639999999999,,
140,000158.SZ,20010227,3.9363199999999985,3.9834200000000015,4.066579999999999,,
141,000158.SZ,20010228,3.9620599999999984,3.9742700000000015,4.053534999999998,,
142,000158.SZ,20010301,3.993899999999998,3.970200000000001,4.042014999999998,,
143,000158.SZ,20010302,4.016919999999998,3.976630000000001,4.029309999999998,,
144,000158.SZ,20010305,4.025719999999998,3.977300000000001,4.024224999999999,,
145,000158.SZ,20010306,4.027759999999999,3.9820400000000014,4.017279999999999,,
146,000158.SZ,20010307,4.036579999999999,3.9993200000000018,4.013384999999999,4.1037799999999995,
147,000158.SZ,20010308,4.044719999999998,4.019310000000002,4.016604999999999,4.085826666666666,
148,000158.SZ,20010309,4.053539999999998,4.035230000000001,4.017454999999999,4.073859999999999,
149,000158.SZ,20010312,4.071839999999998,4.048780000000001,4.020504999999999,4.070019999999999,
150,000158.SZ,20010313,4.082679999999998,4.05522,4.019319999999999,4.062793333333333,
