,code,date,ma5,ma10,ma20,ma30,ma60
0,000153.SZ,20000920,,,,,
1,000153.SZ,20000921,,,,,
2,000153.SZ,20000922,,,,,
3,000153.SZ,20000925,,,,,
4,000153.SZ,20000926,,,,,
5,000153.SZ,20000927,,,,,
6,000153.SZ,20000928,,,,,
7,000153.SZ,20000929,,,,,
8,000153.SZ,20001009,,,,,
9,000153.SZ,20001010,,,,,
10,000153.SZ,20001011,,,,,
11,000153.SZ,20001012,,,,,
12,000153.SZ,20001013,,,,,
13,000153.SZ,20001016,,,,,
14,000153.SZ,20001017,,,,,
15,000153.SZ,20001018,,,,,
16,000153.SZ,20001019,,,,,
17,000153.SZ,20001020,,,,,
18,000153.SZ,20001023,,,,,
19,000153.SZ,20001024,,,,,
20,000153.SZ,20001025,,,,,
21,000153.SZ,20001026,,,,,
22,000153.SZ,20001027,,,,,
23,000153.SZ,20001030,,,,,
24,000153.SZ,20001031,,,,,
25,000153.SZ,20001101,,,,,
26,000153.SZ,20001102,,,,,
27,000153.SZ,20001103,,,,,
28,000153.SZ,20001106,,,,,
29,000153.SZ,20001107,,,,,
30,000153.SZ,20001108,,,,,
31,000153.SZ,20001109,,,,,
32,000153.SZ,20001110,,,,,
33,000153.SZ,20001113,,,,,
34,000153.SZ,20001114,,,,,
35,000153.SZ,20001115,,,,,
36,000153.SZ,20001116,,,,,
37,000153.SZ,20001117,,,,,
38,000153.SZ,20001120,,,,,
39,000153.SZ,20001121,,,,,
40,000153.SZ,20001122,,,,,
41,000153.SZ,20001123,,,,,
42,000153.SZ,20001124,,,,,
43,000153.SZ,20001127,,,,,
44,000153.SZ,20001128,,,,,
45,000153.SZ,20001129,,,,,
46,000153.SZ,20001130,,,,,
47,000153.SZ,20001201,,,,,
48,000153.SZ,20001204,,,,,
49,000153.SZ,20001205,,,,,
50,000153.SZ,20001206,,,,,
51,000153.SZ,20001207,,,,,
52,000153.SZ,20001208,,,,,
53,000153.SZ,20001211,,,,,
54,000153.SZ,20001212,,,,,
55,000153.SZ,20001213,,,,,
56,000153.SZ,20001214,,,,,
57,000153.SZ,20001215,,,,,
58,000153.SZ,20001218,,,,,
59,000153.SZ,20001219,,,,,
60,000153.SZ,20001220,,,,,
61,000153.SZ,20001221,,,,,
62,000153.SZ,20001222,,,,,
63,000153.SZ,20001225,,,,,
64,000153.SZ,20001226,,,,,
65,000153.SZ,20001227,,,,,
66,000153.SZ,20001228,,,,,
67,000153.SZ,20001229,,,,,
68,000153.SZ,20010102,,,,,
69,000153.SZ,20010103,,,,,
70,000153.SZ,20010104,,,,,
71,000153.SZ,20010105,,,,,
72,000153.SZ,20010108,,,,,
73,000153.SZ,20010109,,,,,
74,000153.SZ,20010110,,,,,
75,000153.SZ,20010111,,,,,
76,000153.SZ,20010112,,,,,
77,000153.SZ,20010115,,,,,
78,000153.SZ,20010116,,,,,
79,000153.SZ,20010117,6.41896,,,,
80,000153.SZ,20010118,6.3651800000000005,,,,
81,000153.SZ,20010119,6.34856,,,,
82,000153.SZ,20010205,6.280959999999999,,,,
83,000153.SZ,20010206,6.19888,,,,
84,000153.SZ,20010207,6.093439999999999,6.2562,,,
85,000153.SZ,20010208,5.95862,6.1619,,,
86,000153.SZ,20010209,5.8418399999999995,6.0952,,,
87,000153.SZ,20010212,5.81176,6.046360000000001,,,
88,000153.SZ,20010213,5.792999999999999,5.995940000000001,,,
89,000153.SZ,20010214,5.8068,5.950120000000001,,,
90,000153.SZ,20010215,5.8435999999999995,5.901110000000001,,,
91,000153.SZ,20010216,5.859519999999999,5.8506800000000005,,,
92,000153.SZ,20010219,5.8853599999999995,5.848560000000001,,,
93,000153.SZ,20010220,5.884639999999999,5.83882,,,
94,000153.SZ,20010221,5.85244,5.82962,6.042909999999999,,
95,000153.SZ,20010222,5.837580000000001,5.840590000000001,6.001244999999999,,
96,000153.SZ,20010223,5.823080000000001,5.8412999999999995,5.968249999999999,,
97,000153.SZ,20010226,5.813880000000001,5.84962,5.947989999999999,,
98,000153.SZ,20010227,5.825220000000002,5.8549299999999995,5.925434999999999,,
