,speed5,speed10,speed20,speed30,speed60,code,date
0,,,,,,000050.SZ,19991103
1,,,,,,000050.SZ,19991104
2,,,,,,000050.SZ,19991105
3,,,,,,000050.SZ,19991108
4,,,,,,000050.SZ,19991109
5,,,,,,000050.SZ,19991110
6,,,,,,000050.SZ,19991111
7,,,,,,000050.SZ,19991112
8,,,,,,000050.SZ,19991115
9,,,,,,000050.SZ,19991116
10,,,,,,000050.SZ,19991117
11,,,,,,000050.SZ,19991118
12,,,,,,000050.SZ,19991119
13,,,,,,000050.SZ,19991122
14,,,,,,000050.SZ,19991123
15,,,,,,000050.SZ,19991124
16,,,,,,000050.SZ,19991125
17,,,,,,000050.SZ,19991126
18,,,,,,000050.SZ,19991129
19,,,,,,000050.SZ,19991130
20,,,,,,000050.SZ,19991201
21,,,,,,000050.SZ,19991202
22,,,,,,000050.SZ,19991203
23,,,,,,000050.SZ,19991206
24,,,,,,000050.SZ,19991207
25,,,,,,000050.SZ,19991208
26,,,,,,000050.SZ,19991209
27,,,,,,000050.SZ,19991210
28,,,,,,000050.SZ,19991213
29,,,,,,000050.SZ,19991214
30,,,,,,000050.SZ,19991215
31,,,,,,000050.SZ,19991216
32,,,,,,000050.SZ,19991217
33,,,,,,000050.SZ,19991221
34,,,,,,000050.SZ,19991222
35,,,,,,000050.SZ,19991223
36,,,,,,000050.SZ,19991224
37,,,,,,000050.SZ,19991227
38,,,,,,000050.SZ,19991228
39,,,,,,000050.SZ,19991229
40,,,,,,000050.SZ,19991230
41,,,,,,000050.SZ,20000104
42,,,,,,000050.SZ,20000105
43,,,,,,000050.SZ,20000106
44,,,,,,000050.SZ,20000107
45,,,,,,000050.SZ,20000110
46,,,,,,000050.SZ,20000111
47,,,,,,000050.SZ,20000112
48,,,,,,000050.SZ,20000113
49,,,,,,000050.SZ,20000114
50,,,,,,000050.SZ,20000117
51,,,,,,000050.SZ,20000118
52,,,,,,000050.SZ,20000119
53,,,,,,000050.SZ,20000120
54,,,,,,000050.SZ,20000121
55,,,,,,000050.SZ,20000124
56,,,,,,000050.SZ,20000125
57,,,,,,000050.SZ,20000126
58,,,,,,000050.SZ,20000127
59,,,,,,000050.SZ,20000128
60,,,,,,000050.SZ,20000214
61,,,,,,000050.SZ,20000215
62,,,,,,000050.SZ,20000216
63,,,,,,000050.SZ,20000217
64,,,,,,000050.SZ,20000218
65,,,,,,000050.SZ,20000221
66,,,,,,000050.SZ,20000222
67,,,,,,000050.SZ,20000223
68,,,,,,000050.SZ,20000224
69,,,,,,000050.SZ,20000225
70,,,,,,000050.SZ,20000228
71,,,,,,000050.SZ,20000229
72,,,,,,000050.SZ,20000301
73,,,,,,000050.SZ,20000302
74,,,,,,000050.SZ,20000303
75,,,,,,000050.SZ,20000306
76,,,,,,000050.SZ,20000307
77,,,,,,000050.SZ,20000308
78,,,,,,000050.SZ,20000309
79,,,,,,000050.SZ,20000310
80,,,,,,000050.SZ,20000313
81,,,,,,000050.SZ,20000314
82,,,,,,000050.SZ,20000315
83,,,,,,000050.SZ,20000316
84,,,,,,000050.SZ,20000317
85,,,,,,000050.SZ,20000320
86,,,,,,000050.SZ,20000321
87,,,,,,000050.SZ,20000322
88,,,,,,000050.SZ,20000323
89,,,,,,000050.SZ,20000324
90,,,,,,000050.SZ,20000327
91,,,,,,000050.SZ,20000328
92,,,,,,000050.SZ,20000329
93,,,,,,000050.SZ,20000330
94,,,,,,000050.SZ,20000331
95,,,,,,000050.SZ,20000403
96,,,,,,000050.SZ,20000404
97,,,,,,000050.SZ,20000405
98,,,,,,000050.SZ,20000406
99,,,,,,000050.SZ,20000407
100,,,,,,000050.SZ,20000410
101,,,,,,000050.SZ,20000411
102,,,,,,000050.SZ,20000412
103,,,,,,000050.SZ,20000413
104,,,,,,000050.SZ,20000414
105,,,,,,000050.SZ,20000417
106,,,,,,000050.SZ,20000418
107,,,,,,000050.SZ,20000419
108,,,,,,000050.SZ,20000420
109,,,,,,000050.SZ,20000421
110,,,,,,000050.SZ,20000424
111,,,,,,000050.SZ,20000425
112,,,,,,000050.SZ,20000426
113,,,,,,000050.SZ,20000427
114,,,,,,000050.SZ,20000428
115,,,,,,000050.SZ,20000508
116,,,,,,000050.SZ,20000509
117,,,,,,000050.SZ,20000510
118,,,,,,000050.SZ,20000511
119,,,,,,000050.SZ,20000512
120,,,,,,000050.SZ,20000515
121,,,,,,000050.SZ,20000516
122,,,,,,000050.SZ,20000517
123,,,,,,000050.SZ,20000518
124,,,,,,000050.SZ,20000519
125,,,,,,000050.SZ,20000522
126,,,,,,000050.SZ,20000523
127,,,,,,000050.SZ,20000524
128,,,,,,000050.SZ,20000525
129,,,,,,000050.SZ,20000526
130,,,,,,000050.SZ,20000529
131,,,,,,000050.SZ,20000531
132,,,,,,000050.SZ,20000601
133,,,,,,000050.SZ,20000602
134,,,,,,000050.SZ,20000605
135,,,,,,000050.SZ,20000606
136,,,,,,000050.SZ,20000607
137,,,,,,000050.SZ,20000608
138,,,,,,000050.SZ,20000609
139,,,,,,000050.SZ,20000612
140,,,,,,000050.SZ,20000613
141,,,,,,000050.SZ,20000614
142,,,,,,000050.SZ,20000615
143,,,,,,000050.SZ,20000616
144,,,,,,000050.SZ,20000619
145,,,,,,000050.SZ,20000620
146,,,,,,000050.SZ,20000621
147,,,,,,000050.SZ,20000622
148,,,,,,000050.SZ,20000623
149,,,,,,000050.SZ,20000626
150,,,,,,000050.SZ,20000627
151,,,,,,000050.SZ,20000628
152,,,,,,000050.SZ,20000629
153,,,,,,000050.SZ,20000630
154,,,,,,000050.SZ,20000703
155,,,,,,000050.SZ,20000704
156,,,,,,000050.SZ,20000705
157,,,,,,000050.SZ,20000706
158,,,,,,000050.SZ,20000707
159,,,,,,000050.SZ,20000710
160,,,,,,000050.SZ,20000711
161,,,,,,000050.SZ,20000712
162,,,,,,000050.SZ,20000713
163,,,,,,000050.SZ,20000714
164,,,,,,000050.SZ,20000717
165,,,,,,000050.SZ,20000718
166,,,,,,000050.SZ,20000719
167,,,,,,000050.SZ,20000720
168,,,,,,000050.SZ,20000721
169,,,,,,000050.SZ,20000724
170,,,,,,000050.SZ,20000725
171,,,,,,000050.SZ,20000726
172,,,,,,000050.SZ,20000727
173,,,,,,000050.SZ,20000728
174,,,,,,000050.SZ,20000731
175,,,,,,000050.SZ,20000801
176,,,,,,000050.SZ,20000802
177,,,,,,000050.SZ,20000803
178,,,,,,000050.SZ,20000804
179,,,,,,000050.SZ,20000807
180,,,,,,000050.SZ,20000808
181,,,,,,000050.SZ,20000809
182,,,,,,000050.SZ,20000810
183,,,,,,000050.SZ,20000811
184,,,,,,000050.SZ,20000814
185,,,,,,000050.SZ,20000815
186,,,,,,000050.SZ,20000816
187,,,,,,000050.SZ,20000817
188,,,,,,000050.SZ,20000818
189,,,,,,000050.SZ,20000821
190,,,,,,000050.SZ,20000822
191,,,,,,000050.SZ,20000823
192,,,,,,000050.SZ,20000824
193,,,,,,000050.SZ,20000825
194,,,,,,000050.SZ,20000828
195,,,,,,000050.SZ,20000829
196,,,,,,000050.SZ,20000830
197,,,,,,000050.SZ,20000831
198,,,,,,000050.SZ,20000901
199,,,,,,000050.SZ,20000904
200,,,,,,000050.SZ,20000905
201,,,,,,000050.SZ,20000906
202,,,,,,000050.SZ,20000907
203,,,,,,000050.SZ,20000908
204,,,,,,000050.SZ,20000912
205,,,,,,000050.SZ,20000913
206,,,,,,000050.SZ,20000914
207,,,,,,000050.SZ,20000915
208,,,,,,000050.SZ,20000918
209,,,,,,000050.SZ,20000919
210,,,,,,000050.SZ,20000920
211,,,,,,000050.SZ,20000921
212,,,,,,000050.SZ,20000922
213,,,,,,000050.SZ,20000925
214,,,,,,000050.SZ,20000926
215,,,,,,000050.SZ,20000927
216,,,,,,000050.SZ,20000928
217,,,,,,000050.SZ,20000929
218,,,,,,000050.SZ,20001009
219,,,,,,000050.SZ,20001010
220,,,,,,000050.SZ,20001011
221,,,,,,000050.SZ,20001012
222,,,,,,000050.SZ,20001013
223,,,,,,000050.SZ,20001016
224,,,,,,000050.SZ,20001017
225,,,,,,000050.SZ,20001018
226,,,,,,000050.SZ,20001019
227,,,,,,000050.SZ,20001020
228,,,,,,000050.SZ,20001023
229,,,,,,000050.SZ,20001024
230,,,,,,000050.SZ,20001025
231,,,,,,000050.SZ,20001026
232,,,,,,000050.SZ,20001027
233,,,,,,000050.SZ,20001030
234,,,,,,000050.SZ,20001031
235,,,,,,000050.SZ,20001101
236,,,,,,000050.SZ,20001102
237,,,,,,000050.SZ,20001103
238,,,,,,000050.SZ,20001106
239,,,,,,000050.SZ,20001107
240,,,,,,000050.SZ,20001108
241,,,,,,000050.SZ,20001109
242,,,,,,000050.SZ,20001110
243,,,,,,000050.SZ,20001113
244,,,,,,000050.SZ,20001114
245,,,,,,000050.SZ,20001115
246,,,,,,000050.SZ,20001116
247,,,,,,000050.SZ,20001117
248,,,,,,000050.SZ,20001120
