,speed5,speed10,speed20,speed30,speed60,code,date
0,,,,,,000409.SZ,19971021
1,,,,,,000409.SZ,19971022
2,,,,,,000409.SZ,19971023
3,,,,,,000409.SZ,19971024
4,,,,,,000409.SZ,19971027
5,,,,,,000409.SZ,19971028
6,,,,,,000409.SZ,19971029
7,,,,,,000409.SZ,19971030
8,,,,,,000409.SZ,19971031
9,,,,,,000409.SZ,19971103
10,,,,,,000409.SZ,19971104
11,,,,,,000409.SZ,19971105
12,,,,,,000409.SZ,19971106
13,,,,,,000409.SZ,19971107
14,,,,,,000409.SZ,19971110
15,,,,,,000409.SZ,19971111
16,,,,,,000409.SZ,19971112
17,,,,,,000409.SZ,19971113
18,,,,,,000409.SZ,19971114
19,,,,,,000409.SZ,19971117
20,,,,,,000409.SZ,19971118
21,,,,,,000409.SZ,19971119
22,,,,,,000409.SZ,19971120
23,,,,,,000409.SZ,19971121
24,,,,,,000409.SZ,19971124
25,,,,,,000409.SZ,19971125
26,,,,,,000409.SZ,19971126
27,,,,,,000409.SZ,19971127
28,,,,,,000409.SZ,19971128
29,,,,,,000409.SZ,19971201
30,,,,,,000409.SZ,19971202
31,,,,,,000409.SZ,19971203
32,,,,,,000409.SZ,19971204
33,,,,,,000409.SZ,19971205
34,,,,,,000409.SZ,19971208
35,,,,,,000409.SZ,19971209
36,,,,,,000409.SZ,19971210
37,,,,,,000409.SZ,19971211
38,,,,,,000409.SZ,19971212
39,,,,,,000409.SZ,19971215
40,,,,,,000409.SZ,19971216
41,,,,,,000409.SZ,19971217
42,,,,,,000409.SZ,19971218
43,,,,,,000409.SZ,19971219
44,,,,,,000409.SZ,19971222
45,,,,,,000409.SZ,19971223
46,,,,,,000409.SZ,19971224
47,,,,,,000409.SZ,19971225
48,,,,,,000409.SZ,19971226
49,,,,,,000409.SZ,19971229
50,,,,,,000409.SZ,19971230
51,,,,,,000409.SZ,19971231
52,,,,,,000409.SZ,19980105
53,,,,,,000409.SZ,19980106
54,,,,,,000409.SZ,19980107
55,,,,,,000409.SZ,19980108
56,,,,,,000409.SZ,19980109
57,,,,,,000409.SZ,19980112
58,,,,,,000409.SZ,19980113
59,,,,,,000409.SZ,19980114
60,,,,,,000409.SZ,19980115
61,,,,,,000409.SZ,19980116
62,,,,,,000409.SZ,19980119
63,,,,,,000409.SZ,19980120
64,,,,,,000409.SZ,19980121
65,,,,,,000409.SZ,19980122
66,,,,,,000409.SZ,19980123
67,,,,,,000409.SZ,19980209
68,,,,,,000409.SZ,19980210
69,,,,,,000409.SZ,19980211
70,,,,,,000409.SZ,19980212
71,,,,,,000409.SZ,19980213
72,,,,,,000409.SZ,19980216
73,,,,,,000409.SZ,19980217
74,,,,,,000409.SZ,19980218
75,,,,,,000409.SZ,19980219
76,,,,,,000409.SZ,19980220
77,,,,,,000409.SZ,19980223
78,,,,,,000409.SZ,19980224
79,,,,,,000409.SZ,19980225
80,,,,,,000409.SZ,19980226
81,,,,,,000409.SZ,19980227
82,,,,,,000409.SZ,19980302
83,,,,,,000409.SZ,19980303
84,,,,,,000409.SZ,19980304
85,,,,,,000409.SZ,19980305
86,,,,,,000409.SZ,19980306
87,,,,,,000409.SZ,19980309
88,,,,,,000409.SZ,19980310
89,,,,,,000409.SZ,19980311
90,,,,,,000409.SZ,19980312
91,,,,,,000409.SZ,19980313
92,,,,,,000409.SZ,19980316
93,,,,,,000409.SZ,19980317
94,,,,,,000409.SZ,19980318
95,,,,,,000409.SZ,19980319
96,,,,,,000409.SZ,19980320
97,,,,,,000409.SZ,19980323
98,,,,,,000409.SZ,19980324
99,,,,,,000409.SZ,19980325
100,,,,,,000409.SZ,19980326
101,,,,,,000409.SZ,19980327
102,,,,,,000409.SZ,19980330
103,,,,,,000409.SZ,19980331
104,,,,,,000409.SZ,19980401
105,,,,,,000409.SZ,19980402
106,,,,,,000409.SZ,19980403
107,,,,,,000409.SZ,19980406
108,,,,,,000409.SZ,19980407
109,,,,,,000409.SZ,19980408
110,,,,,,000409.SZ,19980409
111,,,,,,000409.SZ,19980410
112,,,,,,000409.SZ,19980413
113,,,,,,000409.SZ,19980414
114,,,,,,000409.SZ,19980415
115,,,,,,000409.SZ,19980416
116,,,,,,000409.SZ,19980417
117,,,,,,000409.SZ,19980420
118,,,,,,000409.SZ,19980421
119,,,,,,000409.SZ,19980422
120,,,,,,000409.SZ,19980423
121,,,,,,000409.SZ,19980424
122,,,,,,000409.SZ,19980427
123,,,,,,000409.SZ,19980428
124,,,,,,000409.SZ,19980429
125,,,,,,000409.SZ,19980430
126,,,,,,000409.SZ,19980504
127,,,,,,000409.SZ,19980506
128,,,,,,000409.SZ,19980507
129,,,,,,000409.SZ,19980508
130,,,,,,000409.SZ,19980511
131,,,,,,000409.SZ,19980512
132,,,,,,000409.SZ,19980513
133,,,,,,000409.SZ,19980514
134,,,,,,000409.SZ,19980515
135,,,,,,000409.SZ,19980518
136,,,,,,000409.SZ,19980519
137,,,,,,000409.SZ,19980520
138,,,,,,000409.SZ,19980521
139,,,,,,000409.SZ,19980522
140,,,,,,000409.SZ,19980525
141,,,,,,000409.SZ,19980526
142,,,,,,000409.SZ,19980527
143,,,,,,000409.SZ,19980528
144,,,,,,000409.SZ,19980529
145,,,,,,000409.SZ,19980601
146,,,,,,000409.SZ,19980602
147,,,,,,000409.SZ,19980603
148,,,,,,000409.SZ,19980604
149,,,,,,000409.SZ,19980605
150,,,,,,000409.SZ,19980608
151,,,,,,000409.SZ,19980609
152,,,,,,000409.SZ,19980610
153,,,,,,000409.SZ,19980611
154,,,,,,000409.SZ,19980612
155,,,,,,000409.SZ,19980615
156,,,,,,000409.SZ,19980616
157,,,,,,000409.SZ,19980617
158,,,,,,000409.SZ,19980618
159,,,,,,000409.SZ,19980619
