,speed5,speed10,speed20,speed30,speed60,code,date
0,,,,,,000006.SZ,20000320
1,,,,,,000006.SZ,20000321
2,,,,,,000006.SZ,20000322
3,,,,,,000006.SZ,20000323
4,,,,,,000006.SZ,20000324
5,,,,,,000006.SZ,20000327
6,,,,,,000006.SZ,20000328
7,,,,,,000006.SZ,20000329
8,,,,,,000006.SZ,20000330
9,,,,,,000006.SZ,20000331
10,,,,,,000006.SZ,20000403
11,,,,,,000006.SZ,20000404
12,,,,,,000006.SZ,20000405
13,,,,,,000006.SZ,20000406
14,,,,,,000006.SZ,20000407
15,,,,,,000006.SZ,20000410
16,,,,,,000006.SZ,20000411
17,,,,,,000006.SZ,20000412
18,,,,,,000006.SZ,20000413
19,,,,,,000006.SZ,20000414
20,,,,,,000006.SZ,20000417
21,,,,,,000006.SZ,20000418
22,,,,,,000006.SZ,20000419
23,,,,,,000006.SZ,20000420
24,,,,,,000006.SZ,20000421
25,,,,,,000006.SZ,20000424
26,,,,,,000006.SZ,20000425
27,,,,,,000006.SZ,20000426
28,,,,,,000006.SZ,20000427
29,,,,,,000006.SZ,20000428
30,,,,,,000006.SZ,20000508
31,,,,,,000006.SZ,20000509
32,,,,,,000006.SZ,20000510
33,,,,,,000006.SZ,20000511
34,,,,,,000006.SZ,20000512
35,,,,,,000006.SZ,20000515
36,,,,,,000006.SZ,20000516
37,,,,,,000006.SZ,20000517
38,,,,,,000006.SZ,20000518
39,,,,,,000006.SZ,20000519
40,,,,,,000006.SZ,20000522
41,,,,,,000006.SZ,20000524
42,,,,,,000006.SZ,20000525
43,,,,,,000006.SZ,20000526
44,,,,,,000006.SZ,20000529
45,,,,,,000006.SZ,20000530
46,,,,,,000006.SZ,20000531
47,,,,,,000006.SZ,20000601
48,,,,,,000006.SZ,20000602
49,,,,,,000006.SZ,20000605
50,,,,,,000006.SZ,20000606
51,,,,,,000006.SZ,20000607
52,,,,,,000006.SZ,20000608
53,,,,,,000006.SZ,20000609
54,,,,,,000006.SZ,20000612
55,,,,,,000006.SZ,20000613
56,,,,,,000006.SZ,20000614
57,,,,,,000006.SZ,20000615
58,,,,,,000006.SZ,20000616
59,,,,,,000006.SZ,20000619
60,,,,,,000006.SZ,20000620
61,,,,,,000006.SZ,20000621
62,,,,,,000006.SZ,20000622
63,,,,,,000006.SZ,20000623
64,,,,,,000006.SZ,20000626
65,,,,,,000006.SZ,20000627
66,,,,,,000006.SZ,20000628
67,,,,,,000006.SZ,20000629
68,,,,,,000006.SZ,20000630
69,,,,,,000006.SZ,20000703
70,,,,,,000006.SZ,20000704
71,,,,,,000006.SZ,20000705
72,,,,,,000006.SZ,20000706
73,,,,,,000006.SZ,20000707
74,,,,,,000006.SZ,20000710
75,,,,,,000006.SZ,20000711
76,,,,,,000006.SZ,20000712
77,,,,,,000006.SZ,20000713
78,,,,,,000006.SZ,20000714
79,,,,,,000006.SZ,20000717
80,,,,,,000006.SZ,20000718
81,,,,,,000006.SZ,20000719
82,,,,,,000006.SZ,20000720
83,,,,,,000006.SZ,20000721
84,,,,,,000006.SZ,20000724
85,,,,,,000006.SZ,20000725
86,,,,,,000006.SZ,20000726
87,,,,,,000006.SZ,20000727
88,,,,,,000006.SZ,20000728
