,speed5,speed10,speed20,speed30,speed60,code,date
0,,,,,,000089.SZ,20001009
1,,,,,,000089.SZ,20001010
2,,,,,,000089.SZ,20001011
3,,,,,,000089.SZ,20001012
4,,,,,,000089.SZ,20001013
5,,,,,,000089.SZ,20001016
6,,,,,,000089.SZ,20001017
7,,,,,,000089.SZ,20001018
8,,,,,,000089.SZ,20001019
9,,,,,,000089.SZ,20001020
10,,,,,,000089.SZ,20001023
11,,,,,,000089.SZ,20001024
12,,,,,,000089.SZ,20001025
13,,,,,,000089.SZ,20001026
14,,,,,,000089.SZ,20001027
15,,,,,,000089.SZ,20001031
16,,,,,,000089.SZ,20001101
17,,,,,,000089.SZ,20001102
18,,,,,,000089.SZ,20001103
19,,,,,,000089.SZ,20001106
20,,,,,,000089.SZ,20001107
21,,,,,,000089.SZ,20001108
22,,,,,,000089.SZ,20001109
23,,,,,,000089.SZ,20001110
24,,,,,,000089.SZ,20001113
25,,,,,,000089.SZ,20001114
26,,,,,,000089.SZ,20001115
27,,,,,,000089.SZ,20001116
28,,,,,,000089.SZ,20001117
29,,,,,,000089.SZ,20001120
30,,,,,,000089.SZ,20001121
31,,,,,,000089.SZ,20001122
32,,,,,,000089.SZ,20001123
33,,,,,,000089.SZ,20001124
34,,,,,,000089.SZ,20001127
35,,,,,,000089.SZ,20001128
36,,,,,,000089.SZ,20001129
37,,,,,,000089.SZ,20001130
38,,,,,,000089.SZ,20001201
39,,,,,,000089.SZ,20001204
40,,,,,,000089.SZ,20001205
41,,,,,,000089.SZ,20001206
42,,,,,,000089.SZ,20001207
43,,,,,,000089.SZ,20001208
44,,,,,,000089.SZ,20001211
45,,,,,,000089.SZ,20001212
46,,,,,,000089.SZ,20001213
47,,,,,,000089.SZ,20001214
48,,,,,,000089.SZ,20001215
49,,,,,,000089.SZ,20001218
50,,,,,,000089.SZ,20001219
51,,,,,,000089.SZ,20001220
52,,,,,,000089.SZ,20001221
53,,,,,,000089.SZ,20001222
54,,,,,,000089.SZ,20001225
55,,,,,,000089.SZ,20001226
56,,,,,,000089.SZ,20001227
57,,,,,,000089.SZ,20001228
58,,,,,,000089.SZ,20001229
59,,,,,,000089.SZ,20010102
60,,,,,,000089.SZ,20010103
61,,,,,,000089.SZ,20010104
62,,,,,,000089.SZ,20010105
63,,,,,,000089.SZ,20010108
64,,,,,,000089.SZ,20010109
65,,,,,,000089.SZ,20010110
66,,,,,,000089.SZ,20010111
67,,,,,,000089.SZ,20010112
68,,,,,,000089.SZ,20010115
69,,,,,,000089.SZ,20010116
70,,,,,,000089.SZ,20010117
71,0.9782086521556101,,,,,000089.SZ,20010118
72,0.9870241576761447,,,,,000089.SZ,20010119
73,0.970952392815326,,,,,000089.SZ,20010205
74,0.9568725024504261,,,,,000089.SZ,20010206
75,0.9488488463190882,,,,,000089.SZ,20010207
76,0.9114750778421892,0.8916128073694377,,,,000089.SZ,20010208
77,0.9112865074820108,0.8994617974490675,,,,000089.SZ,20010209
78,0.9351122514432328,0.9079494780897337,,,,000089.SZ,20010212
79,0.9584219788301419,0.9170876372866872,,,,000089.SZ,20010213
80,0.9830070581968304,0.9327251130935834,,,,000089.SZ,20010214
81,1.0103871576959396,0.9209427132116548,,,,000089.SZ,20010215
82,0.9927868852459015,0.9047132933296815,,,,000089.SZ,20010216
83,1.024117873017615,0.9576651699807569,,,,000089.SZ,20010219
84,1.006631953959989,0.9647781892679852,,,,000089.SZ,20010220
85,0.9881052374888232,0.9713144226927686,,,,000089.SZ,20010221
86,0.9649257833974713,0.9749486196744988,0.8692766758289381,,,000089.SZ,20010222
87,0.9854689564068693,0.9783606557377049,0.8799980339632844,,,000089.SZ,20010223
88,0.9681982585398526,0.9915491411951929,0.900276525248499,,,000089.SZ,20010226
89,0.9844277469236633,0.9909564264181969,0.9087938877579231,,,000089.SZ,20010227
