,date,open,high,low,close,volume
0,2021-07-06,0.985,0.993,0.944,0.959,81628500
1,2021-07-07,0.959,0.999,0.95,0.997,93451199
2,2021-07-08,1.005,1.008,0.993,0.997,72669200
3,2021-07-09,0.99,0.993,0.964,0.987,64081300
4,2021-07-12,0.995,1.017,0.984,1.014,111295400
5,2021-07-13,1.013,1.02,0.997,1.005,61903000
6,2021-07-14,1.0,1.015,0.993,1.002,66391600
7,2021-07-15,0.998,1.012,0.993,1.011,69849200
8,2021-07-16,1.011,1.011,0.983,0.985,67933300
9,2021-07-19,0.986,0.998,0.98,0.989,51775000
10,2021-07-20,0.986,0.998,0.979,0.991,54409300
11,2021-07-21,0.991,1.019,0.991,1.014,97238400
12,2021-07-22,1.014,1.022,1.003,1.01,58450500
13,2021-07-23,1.01,1.013,0.984,0.989,66632600
14,2021-07-26,0.986,0.986,0.927,0.958,80212200
15,2021-07-27,0.951,0.969,0.924,0.927,63428000
16,2021-07-28,0.933,0.943,0.901,0.936,52388200
17,2021-07-29,0.946,0.986,0.946,0.982,75988600
18,2021-07-30,0.975,0.994,0.968,0.984,57047500
19,2021-08-02,0.983,0.993,0.964,0.989,62702200
20,2021-08-03,0.987,0.996,0.979,0.986,51057800
21,2021-08-04,0.983,1.005,0.977,1.002,69035900
22,2021-08-05,1.0,1.016,0.992,1.005,65167000
23,2021-08-06,1.004,1.014,0.989,0.993,52621700
24,2021-08-09,0.99,0.99,0.968,0.981,52285700
25,2021-08-10,0.981,0.988,0.973,0.985,48209900
26,2021-08-11,0.985,0.985,0.971,0.974,49820200
27,2021-08-12,0.975,0.978,0.96,0.962,54721400
28,2021-08-13,0.961,0.967,0.94,0.942,63286700
29,2021-08-16,0.94,0.943,0.931,0.935,53961600
30,2021-08-17,0.941,0.941,0.908,0.91,66875000
31,2021-08-18,0.91,0.922,0.906,0.912,55381700
32,2021-08-19,0.912,0.926,0.911,0.919,49730400
33,2021-08-20,0.918,0.92,0.885,0.894,72624700
34,2021-08-23,0.9,0.926,0.893,0.925,64046800
