,date,open,high,low,close,volume
0,2021-07-06,0.984,0.99,0.95,0.964,377322683
1,2021-07-07,0.964,1.0,0.955,0.995,141380782
2,2021-07-08,1.0,1.01,0.997,1.0,229827500
3,2021-07-09,0.994,0.995,0.969,0.99,89647677
4,2021-07-12,0.99,1.02,0.987,1.013,259877400
5,2021-07-13,1.013,1.022,1.001,1.007,98806700
6,2021-07-14,1.006,1.018,0.995,1.006,101231500
7,2021-07-15,1.002,1.015,0.996,1.012,134671931
8,2021-07-16,1.011,1.017,0.984,0.987,116023600
9,2021-07-19,0.985,0.997,0.98,0.989,56719100
10,2021-07-20,0.982,0.998,0.978,0.99,135985700
11,2021-07-21,0.99,1.02,0.99,1.016,304145600
12,2021-07-22,1.02,1.023,1.004,1.011,151147100
13,2021-07-23,1.008,1.01,0.985,0.991,119407600
14,2021-07-26,0.992,0.992,0.928,0.956,173132600
15,2021-07-27,0.951,0.973,0.93,0.939,126534043
16,2021-07-28,0.93,0.945,0.904,0.935,96935400
17,2021-07-29,0.946,0.99,0.946,0.986,168075400
18,2021-07-30,0.983,0.998,0.972,0.987,91382137
19,2021-08-02,0.982,0.997,0.968,0.991,90461300
20,2021-08-03,0.988,0.999,0.98,0.989,75836900
21,2021-08-04,0.989,1.009,0.981,1.005,152442100
22,2021-08-05,1.004,1.018,0.997,1.009,130171700
23,2021-08-06,1.01,1.018,0.99,0.996,73135700
24,2021-08-09,0.988,0.99,0.973,0.985,68372500
25,2021-08-10,0.983,0.99,0.975,0.986,53679600
26,2021-08-11,0.986,0.988,0.974,0.976,54863200
27,2021-08-12,0.973,0.979,0.961,0.963,73400000
28,2021-08-13,0.958,0.966,0.939,0.944,106741200
29,2021-08-16,0.942,0.942,0.929,0.935,75001900
30,2021-08-17,0.935,0.939,0.905,0.91,120537100
31,2021-08-18,0.91,0.919,0.904,0.911,87699300
32,2021-08-19,0.917,0.924,0.907,0.916,68071300
33,2021-08-20,0.915,0.915,0.882,0.889,128155600
34,2021-08-23,0.89,0.921,0.89,0.92,98329800
