,date,open,high,low,close,volume
0,2021-08-06,1.002,1.009,0.985,0.993,72296427
1,2021-08-09,0.993,0.994,0.977,0.991,24368941
2,2021-08-10,0.991,1.0,0.987,0.998,16493552
3,2021-08-11,0.998,1.004,0.992,0.999,34398792
4,2021-08-12,0.999,1.013,0.999,1.006,61836221
5,2021-08-13,1.006,1.008,0.988,0.993,15299493
6,2021-08-16,0.994,0.998,0.982,0.988,7884142
7,2021-08-17,0.988,0.997,0.955,0.959,17875913
8,2021-08-18,0.957,0.963,0.95,0.957,8213788
9,2021-08-19,0.957,0.97,0.954,0.966,8981908
10,2021-08-20,0.966,0.974,0.958,0.969,6386917
11,2021-08-23,0.969,1.0,0.961,0.997,20899502
