,date,open,high,low,close,volume
0,2021-07-20,0.981,1.0,0.973,0.998,77481921
1,2021-07-21,0.998,1.033,0.998,1.031,160140966
2,2021-07-22,1.04,1.048,1.025,1.04,69454421
3,2021-07-23,1.04,1.056,1.026,1.033,60430045
4,2021-07-26,1.025,1.039,0.988,1.01,30456685
5,2021-07-27,1.01,1.032,0.973,0.974,39121017
6,2021-07-28,0.97,0.99,0.94,0.975,23577639
7,2021-07-29,1.0,1.023,0.988,1.019,36150197
8,2021-07-30,1.018,1.039,1.009,1.02,39150716
9,2021-08-02,1.025,1.064,1.021,1.05,48104619
10,2021-08-03,1.05,1.054,1.016,1.021,24018634
11,2021-08-04,1.021,1.085,1.021,1.083,68493547
12,2021-08-05,1.081,1.086,1.063,1.079,16789920
13,2021-08-06,1.089,1.112,1.075,1.085,27479171
14,2021-08-09,1.079,1.079,1.033,1.052,22541883
15,2021-08-10,1.051,1.056,1.02,1.037,32827036
16,2021-08-11,1.036,1.052,1.028,1.045,17417822
17,2021-08-12,1.045,1.054,1.032,1.047,21182789
18,2021-08-13,1.045,1.07,1.03,1.035,24166163
19,2021-08-16,1.03,1.03,0.991,1.005,34968336
20,2021-08-17,1.0,1.006,0.976,0.982,25528019
21,2021-08-18,0.985,0.997,0.974,0.983,20322622
22,2021-08-19,0.983,1.022,0.979,1.011,24881626
23,2021-08-20,1.006,1.012,0.986,0.998,20534510
24,2021-08-23,1.002,1.029,0.991,1.025,19976344
