,date,open,high,low,close,volume
0,2021-07-15,0.994,1.006,0.988,1.006,92090187
1,2021-07-16,1.006,1.007,0.998,0.999,27707400
2,2021-07-19,0.998,1.003,0.989,1.002,5686300
3,2021-07-20,0.998,1.0,0.993,0.998,4736200
4,2021-07-21,1.001,1.007,0.999,1.001,13812500
5,2021-07-22,1.001,1.007,1.001,1.001,5560400
6,2021-07-23,0.999,1.0,0.989,0.991,2877300
7,2021-07-26,0.991,0.991,0.946,0.956,8982200
8,2021-07-27,0.97,0.97,0.921,0.923,3851200
9,2021-07-28,0.918,0.93,0.909,0.927,6777200
10,2021-07-29,0.934,0.942,0.934,0.939,1865100
11,2021-07-30,0.939,0.939,0.923,0.933,3902700
12,2021-08-02,0.93,0.959,0.923,0.958,1787000
13,2021-08-03,0.951,0.96,0.95,0.96,1060300
14,2021-08-04,0.958,0.964,0.957,0.963,1717000
15,2021-08-05,0.962,0.969,0.96,0.961,386600
16,2021-08-06,0.959,0.959,0.952,0.956,5956300
17,2021-08-09,0.956,0.971,0.953,0.968,2163900
18,2021-08-10,0.965,0.978,0.958,0.978,4766100
19,2021-08-11,0.966,0.98,0.966,0.973,5628500
20,2021-08-12,0.973,0.973,0.964,0.964,1034700
21,2021-08-13,0.964,0.968,0.958,0.961,489000
22,2021-08-16,0.962,0.966,0.959,0.96,112200
23,2021-08-17,0.96,0.964,0.937,0.938,436100
24,2021-08-18,0.938,0.956,0.938,0.953,6096300
25,2021-08-19,0.952,0.952,0.943,0.949,242100
26,2021-08-20,0.94,0.94,0.919,0.929,6071200
27,2021-08-23,0.932,0.944,0.932,0.942,4941000
