,date,open,high,low,close,volume
0,2021-07-01,1.011,1.022,1.004,1.011,158655991
1,2021-07-02,1.011,1.011,0.984,0.99,23646218
2,2021-07-05,0.998,1.015,0.991,1.013,47441960
3,2021-07-06,1.013,1.015,0.972,0.988,38290700
4,2021-07-07,0.961,1.009,0.961,1.003,455714070
5,2021-07-08,1.005,1.037,1.005,1.033,51182330
6,2021-07-09,1.032,1.032,0.999,1.016,25568600
7,2021-07-12,1.021,1.035,1.013,1.027,25015500
8,2021-07-13,1.027,1.039,1.011,1.023,19864400
9,2021-07-14,1.023,1.023,1.003,1.006,20637900
10,2021-07-15,1.003,1.012,0.99,1.004,17321900
11,2021-07-16,1.008,1.011,0.981,0.985,25983400
12,2021-07-19,0.983,0.985,0.969,0.975,16463000
13,2021-07-20,0.975,0.983,0.968,0.982,13376400
14,2021-07-21,0.983,1.013,0.983,1.008,27008400
15,2021-07-22,1.01,1.017,0.995,1.016,124906500
16,2021-07-23,1.021,1.023,0.997,1.005,26122100
17,2021-07-26,1.005,1.009,0.965,1.004,29898300
18,2021-07-27,1.0,1.047,0.995,0.995,56867346
19,2021-07-28,0.995,1.001,0.951,0.978,31579800
20,2021-07-29,0.997,1.029,0.995,1.025,36669501
21,2021-07-30,1.024,1.032,1.003,1.024,26273401
22,2021-08-02,1.025,1.04,1.011,1.027,17512400
23,2021-08-03,1.028,1.028,1.007,1.012,18116200
24,2021-08-04,1.009,1.034,1.008,1.03,31350400
25,2021-08-05,1.03,1.038,1.017,1.031,17344200
26,2021-08-06,1.044,1.05,1.014,1.021,20994800
27,2021-08-09,1.021,1.021,0.999,1.012,19059400
28,2021-08-10,1.012,1.024,1.01,1.02,20995700
29,2021-08-11,1.019,1.024,1.009,1.016,20480200
30,2021-08-12,1.015,1.031,1.013,1.021,15474600
31,2021-08-13,1.021,1.021,0.998,1.005,21412300
32,2021-08-16,1.005,1.007,0.992,1.0,13713400
33,2021-08-17,1.002,1.002,0.972,0.979,22642500
34,2021-08-18,0.979,0.987,0.969,0.972,16221600
35,2021-08-19,0.971,0.999,0.971,0.994,17123500
36,2021-08-20,0.995,1.001,0.977,0.988,15148800
37,2021-08-23,0.988,1.009,0.984,1.007,21572900
