,date,open,high,low,close,volume
0,2021-07-05,0.98,0.99,0.968,0.98,334896500
1,2021-07-06,0.981,0.985,0.94,0.954,305922400
2,2021-07-07,0.954,0.992,0.945,0.989,314210599
3,2021-07-08,0.989,1.001,0.987,0.991,370913000
4,2021-07-09,0.991,0.991,0.958,0.98,272121600
5,2021-07-12,0.983,1.01,0.978,1.004,401262449
6,2021-07-13,1.003,1.012,0.989,0.999,163608000
7,2021-07-14,0.998,1.007,0.985,0.998,169090200
8,2021-07-15,0.995,1.003,0.986,1.002,124556100
9,2021-07-16,1.002,1.003,0.973,0.976,216163900
10,2021-07-19,0.97,0.988,0.969,0.98,116457500
11,2021-07-20,0.974,0.987,0.97,0.982,130269145
12,2021-07-21,0.983,1.009,0.981,1.005,249549300
13,2021-07-22,1.002,1.011,0.994,1.0,158248649
14,2021-07-23,1.0,1.0,0.975,0.981,167593500
15,2021-07-26,0.98,0.98,0.92,0.948,269516349
16,2021-07-27,0.946,0.963,0.92,0.921,213455000
17,2021-07-28,0.922,0.935,0.894,0.927,199863600
18,2021-07-29,0.945,0.979,0.945,0.976,276468000
19,2021-07-30,0.975,0.986,0.962,0.976,160298400
20,2021-08-02,0.978,0.985,0.957,0.98,184972300
21,2021-08-03,0.977,0.989,0.97,0.98,187304800
22,2021-08-04,0.977,1.0,0.971,0.997,222709500
23,2021-08-05,0.995,1.009,0.987,0.998,202730000
24,2021-08-06,0.999,1.006,0.98,0.989,152530800
25,2021-08-09,0.981,0.989,0.961,0.975,142005100
26,2021-08-10,0.97,0.98,0.965,0.976,145348400
27,2021-08-11,0.975,0.977,0.963,0.965,146048600
28,2021-08-12,0.963,0.967,0.95,0.955,165389100
29,2021-08-13,0.952,0.955,0.927,0.931,216568300
30,2021-08-16,0.932,0.933,0.919,0.924,167501900
31,2021-08-17,0.926,0.929,0.896,0.899,246922100
32,2021-08-18,0.9,0.909,0.894,0.901,191757800
33,2021-08-19,0.901,0.915,0.899,0.909,161585300
34,2021-08-20,0.903,0.904,0.871,0.882,265960300
35,2021-08-23,0.882,0.913,0.882,0.911,202086200
