,date,open,high,low,close,volume
0,2021-04-02,1.009,1.021,1.008,1.012,112983226
1,2021-04-06,1.012,1.027,1.012,1.024,34032750
2,2021-04-07,1.024,1.024,1.009,1.016,11969157
3,2021-04-08,1.016,1.021,1.01,1.014,15264439
4,2021-04-09,1.014,1.015,1.002,1.006,10366561
5,2021-04-12,1.006,1.008,0.987,0.99,13203139
6,2021-04-13,0.992,0.999,0.986,0.99,9691901
7,2021-04-14,0.988,1.002,0.988,1.0,14999435
8,2021-04-15,0.999,1.004,0.994,1.002,12886115
9,2021-04-16,1.002,1.007,0.999,1.005,5692116
10,2021-04-19,1.004,1.031,1.004,1.029,17882622
11,2021-04-20,1.029,1.032,1.024,1.024,10635014
12,2021-04-21,1.024,1.024,1.015,1.017,3775518
13,2021-04-22,1.019,1.025,1.017,1.022,7373709
14,2021-04-23,1.019,1.022,1.013,1.015,5394523
15,2021-04-26,1.015,1.023,1.002,1.002,6097314
16,2021-04-27,1.0,1.006,0.995,1.001,6895801
17,2021-04-28,0.995,0.998,0.989,0.998,6133409
18,2021-04-29,0.998,1.002,0.993,0.998,10616502
19,2021-04-30,0.997,0.997,0.977,0.981,6978746
20,2021-05-06,0.983,0.987,0.967,0.967,6885609
21,2021-05-07,0.969,0.969,0.953,0.954,4273710
22,2021-05-10,0.954,0.954,0.941,0.945,4874402
23,2021-05-11,0.94,0.956,0.94,0.956,5463700
24,2021-05-12,0.956,0.964,0.95,0.963,8127423
25,2021-05-13,0.957,0.963,0.95,0.957,7400669
26,2021-05-14,0.958,0.976,0.957,0.975,9952346
27,2021-05-17,0.975,1.004,0.97,0.993,11572406
28,2021-05-18,0.993,0.998,0.985,0.997,6344001
29,2021-05-19,0.995,0.999,0.957,0.991,5660508
30,2021-05-20,0.995,1.002,0.993,0.999,5831611
31,2021-05-21,0.999,1.003,0.985,0.987,6619800
32,2021-05-24,0.987,1.016,0.985,1.016,13733318
33,2021-05-25,1.016,1.049,1.014,1.046,18602183
34,2021-05-26,1.052,1.062,1.04,1.04,8070323
35,2021-05-27,1.041,1.054,1.038,1.048,15759016
36,2021-05-28,1.041,1.052,1.041,1.048,6011516
37,2021-05-31,1.048,1.058,1.048,1.054,7959754
38,2021-06-01,1.054,1.061,1.05,1.054,10756739
39,2021-06-02,1.059,1.059,1.031,1.033,4043702
40,2021-06-03,1.033,1.049,1.028,1.031,7038502
41,2021-06-04,1.03,1.038,1.029,1.031,9603405
42,2021-06-07,1.032,1.055,1.032,1.055,9884906
43,2021-06-08,1.06,1.068,1.05,1.055,8121420
44,2021-06-09,1.055,1.065,1.051,1.064,6188804
45,2021-06-10,1.065,1.095,1.065,1.093,10497916
46,2021-06-11,1.097,1.108,1.091,1.099,9656116
47,2021-06-15,1.103,1.108,1.086,1.089,6592737
48,2021-06-16,1.088,1.091,1.067,1.067,8855710
49,2021-06-17,1.067,1.09,1.065,1.088,8219201
50,2021-06-18,1.083,1.094,1.078,1.08,5881608
51,2021-06-21,1.08,1.09,1.073,1.082,6586615
52,2021-06-22,1.082,1.087,1.076,1.079,3584801
53,2021-06-23,1.079,1.086,1.069,1.084,3484214
54,2021-06-24,1.082,1.082,1.065,1.066,6568701
55,2021-06-25,1.067,1.067,1.056,1.062,6436303
56,2021-06-28,1.062,1.074,1.061,1.071,4016002
57,2021-06-29,1.074,1.088,1.07,1.07,7128135
58,2021-06-30,1.074,1.083,1.073,1.083,4657117
59,2021-07-01,1.08,1.086,1.074,1.074,4506906
60,2021-07-02,1.079,1.079,1.049,1.05,5096530
61,2021-07-05,1.048,1.063,1.048,1.054,8555200
62,2021-07-06,1.053,1.063,1.046,1.054,5800604
63,2021-07-07,1.053,1.06,1.043,1.059,2205904
64,2021-07-08,1.058,1.067,1.058,1.067,6465502
65,2021-07-09,1.071,1.071,1.048,1.061,8690804
66,2021-07-12,1.061,1.123,1.061,1.123,14310543
67,2021-07-13,1.166,1.166,1.13,1.135,11890902
68,2021-07-14,1.127,1.142,1.123,1.127,6532605
69,2021-07-15,1.127,1.133,1.12,1.129,8450309
70,2021-07-16,1.13,1.14,1.121,1.122,7447202
71,2021-07-19,1.115,1.134,1.106,1.13,8295601
72,2021-07-20,1.131,1.131,1.108,1.118,4429300
73,2021-07-21,1.118,1.133,1.117,1.13,4323403
74,2021-07-22,1.13,1.138,1.126,1.136,3223302
75,2021-07-23,1.128,1.139,1.112,1.115,3473302
76,2021-07-26,1.114,1.114,1.067,1.083,5458100
77,2021-07-27,1.062,1.116,1.062,1.087,7292207
78,2021-07-28,1.087,1.087,1.051,1.066,9202602
79,2021-07-29,1.07,1.088,1.07,1.083,6666700
80,2021-07-30,1.078,1.095,1.074,1.095,8094900
81,2021-08-02,1.095,1.128,1.095,1.128,4379703
82,2021-08-03,1.136,1.15,1.128,1.135,7277101
83,2021-08-04,1.135,1.14,1.127,1.14,2992403
84,2021-08-05,1.14,1.14,1.112,1.118,5228800
85,2021-08-06,1.118,1.118,1.106,1.116,4088900
86,2021-08-09,1.116,1.14,1.111,1.139,4983301
87,2021-08-10,1.139,1.146,1.13,1.144,4462003
88,2021-08-11,1.141,1.141,1.122,1.125,3191901
89,2021-08-12,1.125,1.143,1.124,1.124,4539700
90,2021-08-13,1.116,1.117,1.095,1.097,3516400
91,2021-08-16,1.091,1.097,1.085,1.091,3783601
92,2021-08-17,1.095,1.095,1.057,1.059,5149100
93,2021-08-18,1.057,1.069,1.045,1.059,1146900
94,2021-08-19,1.069,1.075,1.064,1.07,2236600
95,2021-08-20,1.065,1.079,1.056,1.068,4646605
96,2021-08-23,1.071,1.092,1.07,1.091,4555600
