,date,open,high,low,close,volume
0,2021-07-05,0.975,0.996,0.972,0.983,182569500
1,2021-07-06,0.99,0.993,0.941,0.958,244990600
2,2021-07-07,0.957,0.992,0.948,0.988,155214299
3,2021-07-08,0.99,1.002,0.99,0.994,165909000
4,2021-07-09,0.988,0.99,0.963,0.984,158596600
5,2021-07-12,0.988,1.013,0.983,1.009,234838900
6,2021-07-13,1.007,1.014,0.995,1.003,120258000
7,2021-07-14,1.003,1.01,0.989,1.0,107946400
8,2021-07-15,1.0,1.006,0.99,1.006,108655900
9,2021-07-16,1.006,1.008,0.977,0.978,210594700
10,2021-07-19,0.975,0.989,0.97,0.982,103617700
11,2021-07-20,0.98,0.99,0.973,0.984,98358700
12,2021-07-21,0.984,1.012,0.984,1.008,232918700
13,2021-07-22,1.008,1.018,0.997,1.005,101539100
14,2021-07-23,1.004,1.005,0.978,0.984,203869000
15,2021-07-26,0.974,0.979,0.921,0.952,281268431
16,2021-07-27,0.949,0.964,0.921,0.924,226746400
17,2021-07-28,0.929,0.938,0.896,0.929,136768500
18,2021-07-29,0.954,0.983,0.944,0.98,235084700
19,2021-07-30,0.973,0.988,0.964,0.98,124974900
20,2021-08-02,0.979,0.988,0.96,0.985,151805300
21,2021-08-03,0.985,0.991,0.972,0.981,91934600
22,2021-08-04,0.98,1.001,0.973,0.998,165909500
23,2021-08-05,0.996,1.011,0.988,1.0,136753800
24,2021-08-06,1.0,1.008,0.983,0.988,89351400
25,2021-08-09,0.984,0.984,0.965,0.976,99924300
26,2021-08-10,0.976,0.981,0.967,0.978,82548100
27,2021-08-11,0.978,0.979,0.965,0.967,83212000
28,2021-08-12,0.967,0.972,0.953,0.956,107996100
29,2021-08-13,0.951,0.958,0.931,0.936,174734300
30,2021-08-16,0.938,0.938,0.922,0.925,121720300
31,2021-08-17,0.927,0.931,0.899,0.903,194982800
32,2021-08-18,0.904,0.913,0.898,0.904,165566300
33,2021-08-19,0.905,0.917,0.901,0.912,131624600
34,2021-08-20,0.909,0.909,0.876,0.883,285231800
35,2021-08-23,0.883,0.915,0.883,0.911,198970800
