,date,open,high,low,close,volume
0,2021-07-19,0.97,0.988,0.97,0.984,69727562
1,2021-07-20,0.975,0.995,0.975,0.988,41042830
2,2021-07-21,0.999,0.999,0.985,0.995,16422997
3,2021-07-22,0.996,0.997,0.973,0.977,27647361
4,2021-07-23,0.977,0.977,0.937,0.943,19867505
5,2021-07-26,0.928,0.95,0.867,0.884,24788837
6,2021-07-27,0.878,0.892,0.866,0.867,18737034
7,2021-07-28,0.867,0.902,0.859,0.9,20429507
8,2021-07-29,0.908,0.929,0.908,0.923,8978311
9,2021-07-30,0.918,0.925,0.882,0.899,10253401
10,2021-08-02,0.899,0.913,0.866,0.91,11634418
11,2021-08-03,0.91,0.951,0.898,0.945,13431128
12,2021-08-04,0.945,0.945,0.91,0.936,9936205
13,2021-08-05,0.936,0.943,0.921,0.927,13309700
14,2021-08-06,0.927,0.927,0.893,0.901,16893903
15,2021-08-09,0.9,0.915,0.891,0.904,9267800
16,2021-08-10,0.907,0.914,0.884,0.914,13711968
17,2021-08-11,0.914,0.914,0.895,0.896,16805600
18,2021-08-12,0.896,0.902,0.88,0.882,12428603
19,2021-08-13,0.889,0.889,0.87,0.877,10188407
20,2021-08-16,0.877,0.882,0.871,0.877,12237000
21,2021-08-17,0.877,0.88,0.835,0.838,30099304
22,2021-08-18,0.84,0.854,0.833,0.837,17842901
23,2021-08-19,0.844,0.849,0.836,0.838,13576901
24,2021-08-20,0.835,0.836,0.774,0.78,28456821
25,2021-08-23,0.78,0.79,0.767,0.787,20253308
